"typeS","session_id","session_type_id","person_id","affil_id","year_id","affiliation","name","year"
"Poster",330,22,1671,18,266,"Villanova University","Christopher Castille",2015
"Poster",330,22,1672,383,266,"","John Buckner",2015
"Poster",331,22,1673,109,266,"University of Arizona","Jerel Slaughter",2015
"Poster",331,22,1674,1674,266,"Weber State University ","Jennifer Anderson",2015
"Poster",332,22,274,273,266,"Case Western Reserve University","Phillip Thompson",2015
"Poster",333,22,1676,39,266,"Auburn University","Brandon Johnson",2015
"Poster",333,22,39,39,266,"Auburn University","Ana Franco-Watkins",2015
"Poster",333,22,1678,39,266,"Auburn University","Allison Jones-Farmer",2015
"Poster",333,22,1679,39,266,"Auburn University","Daniel Svyantek",2015
"Symposium/Forum",334,2,1680,214,266,"RTI International","Jerry Hedge",2015
"Symposium/Forum",334,2,564,564,266,"Society for Human Resource Management","Alexander Alonso",2015
"Symposium/Forum",334,2,1682,1682,266,"SHRM","Debra Cohen",2015
"Symposium/Forum",334,2,1683,465,266,"Center for Creative Leadership","Jennifer Martineau",2015
"Symposium/Forum",334,2,1684,1682,266,"SHRM","James Kurtessis",2015
"Symposium/Forum",334,2,1685,1685,266,"Louisiana State University","Tracey Rizzuto",2015
"Symposium/Forum",334,2,98,98,266,"Pennsylvania State University","Susan Mohammed",2015
"Symposium/Forum",334,2,1687,1687,266,"Vance & Renz, LLC","Robert Vance",2015
"Symposium/Forum",334,2,1688,203,266,"HumRRO","Suzanne Tsacoumis",2015
"Symposium/Forum",334,2,1689,214,266,"RTI International","Dawn Ohse",2015
"Poster",335,22,308,308,266,"University of Wisconsin-Eau Claire","Gabi Eissa",2015
"Poster",336,22,1413,794,266,"University of Michigan","Veronica Rabelo",2015
"Poster",336,22,1692,794,266,"University of Michigan","Kathryn Holland",2015
"Poster",336,22,794,794,266,"University of Michigan","Lilia Cortina",2015
"Poster",337,22,1694,138,266,"University of Houston","Min Kyu Joo",2015
"Poster",337,22,138,138,266,"University of Houston","L. Witt",2015
"Poster",338,22,1696,138,266,"University of Houston","Sophie Romay",2015
"Poster",338,22,138,138,266,"University of Houston","L. Witt",2015
"Poster",338,22,1698,138,266,"University of Houston","Lars Johnson",2015
"Poster",338,22,1699,138,266,"University of Houston","Alexandra Virgets",2015
"Poster",338,22,1700,138,266,"University of Houston","Olivia  Childers",2015
"Poster",338,22,1701,1701,266,"St. Cloud State Univ","Lawrence Roth",2015
"Poster",339,22,1702,513,266,"Human Resources Research Organization","Jessica Johnston-Fisher",2015
"Poster",339,22,1703,124,266,"Western Kentucky University","Amber Schroeder",2015
"Poster",339,22,1704,124,266,"Western Kentucky University","Anthony Paquin",2015
"Poster",340,22,1705,1705,266,"Wake Forest University","Derek Avery",2015
"Poster",340,22,1706,1706,266,"University of Florida","Mo Wang",2015
"Poster",340,22,1707,1049,266,"Temple University","Douglas Franklin",2015
"Poster",340,22,598,9,266,"University of Minnesota","Le Zhou",2015
"Poster",340,22,1709,1709,266,"Sun Yat-Sen University","Junqi Shi",2015
"Alternative Session Type with presenters (no authorship order)",341,15,342,159,266,"University of Central Florida","Mindy Shoss",2015
"Alternative Session Type with presenters (no authorship order)",341,15,226,226,266,"California State University, Northridge","Cristina Rubino",2015
"Alternative Session Type with presenters (no authorship order)",341,15,227,227,266,"Baylor University","Sara Perry",2015
"Alternative Session Type with presenters (no authorship order)",341,15,225,225,266,"Univ of Houston - Clear Lake","Alex Milam",2015
"Alternative Session Type with presenters (no authorship order)",341,15,1714,1714,266,"The University of Western Australia","Aleksandra Luksyte",2015
"Alternative Session Type with presenters (no authorship order)",341,15,496,496,266,"University of Alaska-Anchorage","Kori Callison",2015
"Alternative Session Type with presenters (no authorship order)",341,15,498,498,266,"Berkeley Research Group, LLC","Chester Hanvey",2015
"Alternative Session Type with presenters (no authorship order)",341,15,499,499,266,"University of California, Northridge","Ari Malka",2015
"Alternative Session Type with presenters (no authorship order)",341,15,497,497,266,"Minerva","Kathryn Keeton",2015
"Alternative Session Type with presenters (no authorship order)",341,15,500,500,266,"PDRI, a CEB Company","Robert Stewart",2015
"Symposium/Forum",342,2,1720,1720,266,"Select International, Inc. ","Amy Gammon",2015
"Symposium/Forum",342,2,1721,218,266,"Central Michigan University","Scott Alshanski",2015
"Symposium/Forum",342,2,1722,95,266,"Florida Institute of Technology","Richard Griffith",2015
"Symposium/Forum",342,2,1157,218,266,"Central Michigan University","Neil Christiansen",2015
"Symposium/Forum",342,2,1724,391,266,"Select International, Inc.","Mei-Chuan Kung",2015
"Symposium/Forum",342,2,1725,582,266,"Wilfrid Laurier University","Chet Robie",2015
"Symposium/Forum",342,2,1195,504,266,"Select International","Ted Kinney",2015
"Symposium/Forum",342,2,1727,127,266,"Wright State University","Mark Roebke",2015
"Symposium/Forum",342,2,229,127,266,"Wright State University","Gary Burns",2015
"Symposium/Forum",342,2,1729,127,266,"Wright State University","Elizabeth Shoda",2015
"Symposium/Forum",342,2,228,127,266,"Wright State University","Megan Morris",2015
"Symposium/Forum",342,2,932,932,266,"VHA National Center for Organization Development","David Periard",2015
"Symposium/Forum",342,2,504,504,266,"Select International","Allison Tenbrink",2015
"Symposium/Forum",342,2,1217,391,266,"Select International, Inc.","Matthew O'Connell",2015
"Symposium/Forum",342,2,1734,95,266,"Florida Institute of Technology","Yumiko Mochinushi",2015
"Symposium/Forum",342,2,1735,1735,266,"University of Munich-Germany","Matthias Ziegler",2015
"Symposium/Forum",343,2,1736,157,266,"Bowling Green State University","Sara McKersie",2015
"Symposium/Forum",343,2,1251,418,266,"Old Dominion University","Debra Major",2015
"Symposium/Forum",343,2,1738,539,266,"University of Miami","Terri Scandura",2015
"Symposium/Forum",343,2,157,157,266,"Bowling Green State University","Russell Matthews",2015
"Symposium/Forum",343,2,1740,157,266,"Bowling Green State University","Kelsey-Jo Ritter",2015
"Symposium/Forum",343,2,1741,199,266,"IBM","Heather Bolen",2015
"Symposium/Forum",343,2,1249,418,266,"Old Dominion University","Michael Litano",2015
"Symposium/Forum",343,2,692,448,266,"Massey University","Jarrod Haar",2015
"Symposium/Forum",343,2,1744,629,266,"Drexel University","Jeffrey Greenhaus",2015
"Symposium/Forum",343,2,1745,1745,266,"University of Waikato","Maree Roche",2015
"Symposium/Forum",343,2,1746,629,266,"Drexel University","Jonathan Ziegert",2015
"Symposium/Forum",343,2,360,360,266,"Oregon Health & Science University","Leslie Hammer",2015
"Symposium/Forum",343,2,1748,1748,266,"RTI International ","Jennifer Rineer",2015
"Symposium/Forum",343,2,1549,544,266,"Portland State University","Donald Truxillo",2015
"Symposium/Forum",343,2,1750,544,266,"Portland State University","Todd Bodner",2015
"Symposium/Forum",343,2,1751,544,266,"Portland State University","Amy Pytlovany",2015
"Symposium/Forum",343,2,1752,544,266,"Portland State University","Joseph Sherwood",2015
"Symposium/Forum",343,2,1753,544,266,"Portland State University","Leanne Hicks",2015
"Panel Discussion",344,6,1754,1754,266,"The DeGarmo Group, Inc.","John Binning",2015
"Panel Discussion",344,6,395,395,266,"FurstPerson","Brent Holland",2015
"Panel Discussion",344,6,397,200,266,"SHAKER","Jared Ferrell",2015
"Panel Discussion",344,6,1757,1757,266,"AT&T","John Muros",2015
"Panel Discussion",344,6,1758,1758,266,"pan-Performance Assessment Network, Inc.","Reid Klion",2015
"Panel Discussion",344,6,729,729,266,"U.S. Equal Employment Opportunity Commission","Richard Tonowski",2015
"Alternative Session Type with presenters (no authorship order)",345,15,421,421,266,"Bowling Green State Univ","Scott Highhouse",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1761,1761,266,"PAN - Performance Assessment Network","Lilly Lin",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1762,367,266,"PepsiCo","Laura Eigel",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1763,769,266,"CSX Transportation","Corina Rice",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1157,218,266,"Central Michigan University","Neil Christiansen",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1765,199,266,"IBM","Kevin Impelman",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1313,166,266,"Colorado State University","Kevin Murphy",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1138,10,266,"Development Dimensions International (DDI)","David Schmidt",2015
"Alternative Session Type with presenters (no authorship order)",345,15,9,9,266,"University of Minnesota","Nathan Kuncel",2015
"Alternative Session Type with presenters (no authorship order)",345,15,807,807,266,"Psychobabble","Ken Lahti",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1725,582,266,"Wilfrid Laurier University","Chet Robie",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1771,562,266,"CEB","Craig Dawson",2015
"Alternative Session Type with presenters (no authorship order)",345,15,1772,1772,266,"Syracuse University","Jeffrey Stanton",2015
"Symposium/Forum",346,2,1773,1773,266,"Mael Consulting and Coaching","Fred Mael",2015
"Symposium/Forum",346,2,1774,423,266,"University of Cincinnati","Daniele Bologna",2015
"Symposium/Forum",346,2,5,5,266,"Assess-Systems","Adam Kabins",2015
"Symposium/Forum",346,2,1776,4,266,"Assess Systems","Keith McCook",2015
"Symposium/Forum",346,2,1777,932,266,"VHA National Center for Organization Development","Kelley Carameli",2015
"Symposium/Forum",346,2,1778,423,266,"University of Cincinnati","Cynthia Cominsky",2015
"Symposium/Forum",346,2,1779,423,266,"University of Cincinnati","Stacie Furst-Holloway",2015
"Symposium/Forum",346,2,1780,423,266,"University of Cincinnati","Steven Howe",2015
"Symposium/Forum",346,2,1781,367,266,"PepsiCo","Lauren McEntire",2015
"Symposium/Forum",346,2,857,857,266,"LanneM TM, LLC/Walden University","Leslie Miller",2015
"Symposium/Forum",346,2,1783,932,266,"VHA National Center for Organization Development","Scott Moore",2015
"Symposium/Forum",346,2,1784,1784,266,"VHA National Center for Organizational Development","Dee Ramsel",2015
"Symposium/Forum",346,2,2,2,266,"U.S. Air Force","Peter Reiley",2015
"Symposium/Forum",346,2,1786,1786,266,"Univ of Phoenix School of Advanced Studies","Ruby Rouse",2015
"Symposium/Forum",346,2,1787,1787,266,"Frito Lay","Katherine Sullivan",2015
"Symposium/Forum",346,2,1788,423,266,"University of Cincinnati","Kathryn Weiskircher",2015
"Symposium/Forum",346,2,1789,1789,266,"University of Texas-Arlington","Caroline Wolters",2015
"Panel Discussion",347,6,1502,520,266,"Purdue University","Sang Eun Woo",2015
"Panel Discussion",347,6,1791,520,266,"Purdue University","Benjamin Dunford",2015
"Panel Discussion",347,6,507,507,266,"Arizona State Univ","Peter Hom",2015
"Panel Discussion",347,6,1793,1793,266,"University of Washington","Thomas Lee",2015
"Panel Discussion",347,6,1794,340,266,"Saint Louis University","Carl Maertz, Jr.",2015
"Panel Discussion",347,6,1572,575,266,"Virginia Tech","Ryan Zimmerman",2015
"Panel Discussion",348,6,802,562,266,"CEB","Dave Bartram",2015
"Panel Discussion",348,6,1064,1064,266," University of Johannesburg","Aletta Odendaal",2015
"Panel Discussion",348,6,1647,1798,266,"University of Kent","Anna Brown",2015
"Panel Discussion",348,6,1799,1799,266,"Caveon Test Security","David Foster",2015
"Panel Discussion",348,6,1800,1800,266,"University of Nebraska-Lincoln","Kurt Geisinger",2015
"Panel Discussion",348,6,1801,1801,266,"University of Bucharest, Romania","Dragos Iliescu",2015
"Panel Discussion",348,6,1441,562,266,"CEB","Nancy Tippins",2015
"Symposium/Forum",349,2,1449,1075,266,"Hogan Assessment Systems","Michael Sanger",2015
"Symposium/Forum",349,2,1804,133,266,"Denison Consulting","Matthew Christensen",2015
"Symposium/Forum",349,2,572,572,266,"Hofstra University","Terri Shapiro",2015
"Symposium/Forum",349,2,1806,1806,266,"Facebook","Jing Jin",2015
"Symposium/Forum",349,2,1807,562,266,"CEB","Chris Coughlin",2015
"Symposium/Forum",349,2,133,133,266,"Denison Consulting","Levi Nieminen",2015
"Symposium/Forum",349,2,1809,1809,266,"SHL South Africa","Kim Dowdeswell",2015
"Symposium/Forum",349,2,562,562,266,"CEB","Jennifer Geimer",2015
"Symposium/Forum",349,2,1811,1811,266,"McGraw Hill Financial","Renee Yang",2015
"Symposium/Forum",349,2,1812,10,266,"Development Dimensions International (DDI)","Aaron Stehura",2015
"Alternative Session Type with presenters (no authorship order)",350,15,1813,1813,266,"NASA-Wyle","William Vessey",2015
"Alternative Session Type with presenters (no authorship order)",350,15,1404,37,266,"DePaul University","Suzanne Bell",2015
"Alternative Session Type with presenters (no authorship order)",350,15,479,159,266,"University of Central Florida","Shawn Burke",2015
"Alternative Session Type with presenters (no authorship order)",350,15,1816,1377,266,"University of Oklahoma","Shane Connelly",2015
"Alternative Session Type with presenters (no authorship order)",350,15,475,473,266,"Georgia Institute of Technology","Leslie DeChurch",2015
"Alternative Session Type with presenters (no authorship order)",350,15,1818,1818,266,"Univ of North Carolina - Wilmington","Jessica Mesmer-Magnus",2015
"Alternative Session Type with presenters (no authorship order)",350,15,1456,159,266,"University of Central Florida","Stephen Fiore",2015
"Alternative Session Type with presenters (no authorship order)",350,15,658,159,266,"University of Central Florida","Kimberly Smith-Jentsch",2015
"Panel Discussion",351,6,626,626,266,"C2 Technologies, Inc.","Alok Bhupatkar",2015
"Panel Discussion",351,6,1822,1822,266,"Center for Healthcare Organization and Implementat","Justin Benzer",2015
"Panel Discussion",351,6,207,26,266,"University of Illinois at Urbana-Champaign","Nichelle Carpenter",2015
"Panel Discussion",351,6,1520,1520,266,"Eastern Kentucky University","Jaime Henning",2015
"Panel Discussion",351,6,1825,1825,266,"ACT","Tobin Kyte",2015
"Panel Discussion",351,6,723,61,266,"Texas A&M University","Jennifer Rodriguez",2015
"Panel Discussion",352,6,1827,91,266,"Clemson University","Brooke Allison",2015
"Panel Discussion",352,6,1828,545,266,"University of Western Australia","David Day",2015
"Panel Discussion",352,6,466,91,266,"Clemson University","Marissa Shuffler",2015
"Panel Discussion",352,6,593,593,266,"California State University Northridge","Julia Hoch",2015
"Panel Discussion",352,6,1831,465,266,"Center for Creative Leadership","Cindy McCauley",2015
"Panel Discussion",352,6,1832,1832,266,"TIAA-CREF","Thomas Killen",2015
"Panel Discussion",352,6,1833,1832,266,"TIAA-CREF","Rex Backes",2015
"Special Events",353,1,1834,1834,266,"The University of Melbourne","Tine Koehler",2015
"Special Events",353,1,24,21,266,"University of Georgia","Robert Vandenberg",2015
"Special Events",353,1,930,110,266,"Indiana University","Herman Aguinis",2015
"Special Events",353,1,453,453,266,"Univ of North Carolina Charlotte","Steven Rogelberg",2015
"Special Events",353,1,1258,155,266,"George Mason University","Jose Cortina",2015
"Special Events",353,1,898,19,266,"Illinois Institute of Technology","Ronald Landis",2015
"Symposium/Forum",354,2,441,441,266,"Simon Fraser University","Brent Lyons",2015
"Symposium/Forum",354,2,443,155,266,"George Mason University","Isaac Sabat",2015
"Symposium/Forum",354,2,1842,626,266,"C2 Technologies, Inc.","Scott Button",2015
"Symposium/Forum",354,2,1407,102,266,"The Pennsylvania State University","Larry Martinez",2015
"Symposium/Forum",354,2,1844,1,266,"Michigan State University","Abdifatah Ali",2015
"Symposium/Forum",354,2,1207,1,266,"Michigan State University","Ann Marie Ryan",2015
"Symposium/Forum",354,2,1846,21,266,"University of Georgia","John Lynch",2015
"Symposium/Forum",354,2,1847,21,266,"University of Georgia","Jessica Rodell",2015
"Symposium/Forum",354,2,431,383,266,"","Afra Ahmad",2015
"Symposium/Forum",354,2,155,155,266,"George Mason University","Eden King",2015
"Symposium/Forum",354,2,440,155,266,"George Mason University","Alex Lindsey",2015
"Symposium/Forum",354,2,1851,155,266,"George Mason University","Amanda Anderson",2015
"Symposium/Forum",354,2,1415,40,266,"Rice University","Rachel Trump",2015
"Symposium/Forum",354,2,1853,155,266,"George Mason University","Kathleen Keeler",2015
"Symposium/Forum",354,2,1854,155,266,"George Mason University","Johanna Moore",2015
